Colocação,Pontos,Nome,Clube,URL detalhes,Rating,Categoria
450,350,LUCAS SILVA,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30002&Colocacao=450&Pontos=350,M,M
450,350,RAFAEL KURMANN,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30003&Colocacao=450&Pontos=350,M,M
450,350,GUILHERME SANTOS,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30004&Colocacao=450&Pontos=350,M,M
450,350,CARLOS BARRETO,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30006&Colocacao=450&Pontos=350,M,M
450,350,ADDRIEL SILVA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30007&Colocacao=450&Pontos=350,M,M
450,350,MATHEUS DE OLIVEIRA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30008&Colocacao=450&Pontos=350,M,M
450,350,JOÃO ALMEIDA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30009&Colocacao=450&Pontos=350,M,M
450,350,RICARDO SANTOS,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30010&Colocacao=450&Pontos=350,M,M
450,350,MATEUS VITÓRIA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30011&Colocacao=450&Pontos=350,M,M
450,350,MATHEUS AGUIAR,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30012&Colocacao=450&Pontos=350,M,M
450,350,CARLOS RODRIGUES,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30013&Colocacao=450&Pontos=350,M,M
450,350,PAULO FERREIRA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30014&Colocacao=450&Pontos=350,M,M
450,350,DANIEL MELO,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30015&Colocacao=450&Pontos=350,M,M
450,350,FELIPE MINAS,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30016&Colocacao=450&Pontos=350,M,M
450,350,GABRIEL HORA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30017&Colocacao=450&Pontos=350,M,M
450,350,GERNOT BERGER,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30042&Colocacao=450&Pontos=350,M,M
450,350,ANDRE SANTOS,ASSOCIAÇÃO CENTRO ESPORTIVO DE OURINHOS - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29455&Colocacao=450&Pontos=350,M,M
450,350,JOÃO ZANETTE,ASSOCIAÇÃO CENTRO ESPORTIVO DE OURINHOS - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29456&Colocacao=450&Pontos=350,M,M
450,350,NICHOLAS BARBOSA,ASSOCIAÇÃO CENTRO ESPORTIVO DE OURINHOS - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29457&Colocacao=450&Pontos=350,M,M
450,350,PAULO SOUZA,ASSOCIAÇÃO CENTRO ESPORTIVO DE OURINHOS - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29458&Colocacao=450&Pontos=350,M,M
450,350,HEITOR DE LIMA,AABB COLATINA - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29461&Colocacao=450&Pontos=350,M,M
450,350,FELIPE MONTEIRO,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29462&Colocacao=450&Pontos=350,M,M
450,350,MARCUS SANTOS,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29595&Colocacao=450&Pontos=350,M,M
450,350,OLIVER LEANDRO,ASSOCIAÇÃO UBATUBA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29693&Colocacao=450&Pontos=350,M,M
450,350,LUIZ ALVARENGA,ASSOCIAÇÃO UBATUBA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29695&Colocacao=450&Pontos=350,M,M
450,350,CARLOS SOARES,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29702&Colocacao=450&Pontos=350,M,M
450,350,YURI KUHLMANN,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29703&Colocacao=450&Pontos=350,M,M
450,350,MARCELO OLIVEIRAYURI,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29704&Colocacao=450&Pontos=350,M,M
450,350,ABILIO MACEDO,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29705&Colocacao=450&Pontos=350,M,M
450,350,DOUGLAS DA COSTA,ASMUC - CARAGUATATUBA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29774&Colocacao=450&Pontos=350,M,M
450,350,MURILO DE ALMEIDA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29778&Colocacao=450&Pontos=350,M,M
450,350,DIOGO COELHO,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29779&Colocacao=450&Pontos=350,M,M
450,350,MOACIR MACHADO,SOCIEDADE THALIA CURITIBA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29783&Colocacao=450&Pontos=350,M,M
450,350,AILTON FREITAS,CAMETÁ SPORT CLUB - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29786&Colocacao=450&Pontos=350,M,M
450,350,CARLOS SERRÃO,CAMETÁ SPORT CLUB - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29788&Colocacao=450&Pontos=350,M,M
450,350,MARCIO SCHORN,A/RAMPA–ASSOC. REG. DE DEF. FÍSICOS - RS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29799&Colocacao=450&Pontos=350,M,M
450,350,JIMMY BONDA,EQUIPE TINOCO ESPORTES-RS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29800&Colocacao=450&Pontos=350,M,M
450,350,CARLOS OLIVEIRA,EQUIPE TINOCO ESPORTES-RS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29830&Colocacao=450&Pontos=350,M,M
450,350,HANDERSON BARBOSA,AABB BELÉM - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29831&Colocacao=450&Pontos=350,M,M
450,350,DIOGO MESQUITA,APTM/G.T. PAIXÃO - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29832&Colocacao=450&Pontos=350,M,M
450,350,HAMILTON BARBOSA,AABB BELÉM - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29834&Colocacao=450&Pontos=350,M,M
450,350,MICHAEL SILVA,AABB BELÉM - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29835&Colocacao=450&Pontos=350,M,M
450,350,MARCOS BEMERGUY,AABB BELÉM - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29837&Colocacao=450&Pontos=350,M,M
450,350,MOISÉS OLIVERA,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29838&Colocacao=450&Pontos=350,M,M
450,350,MARCOS RODRIGO TEIXEIRA,SOCIEDADE THALIA CURITIBA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29840&Colocacao=450&Pontos=350,M,M
450,350,LAURO MACHADO JUNIOR,SOCIEDADE THALIA CURITIBA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29845&Colocacao=450&Pontos=350,M,M
450,350,DOUGLAS SOUSA,AABB RIO BRANCO - AC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29859&Colocacao=450&Pontos=350,M,M
450,350,OSVANI CAMPESTRINI,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30044&Colocacao=450&Pontos=350,M,M
450,350,HARYSSON REIS,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30045&Colocacao=450&Pontos=350,M,M
450,350,JUAN ESCURRA,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30084&Colocacao=450&Pontos=350,M,M
450,350,LUCAS GARCIA,BOLA RÁPIDA - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30087&Colocacao=450&Pontos=350,M,M
450,350,EDUARDO OHASHI,AABB BELÉM - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30088&Colocacao=450&Pontos=350,M,M
450,350,MIGUEL MARTINEZ,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30089&Colocacao=450&Pontos=350,M,M
450,350,LEONARDO LEITE,ASSOC TOP SPIN DE TM DE CAMPO GRANDE-MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30094&Colocacao=450&Pontos=350,M,M
450,350,LEONARDO LEITE,DOM BOSCO CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30095&Colocacao=450&Pontos=350,M,M
450,350,ANDERSON ARAUJO,AABB BELÉM - PA,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30098&Colocacao=450&Pontos=350,M,M
450,350,RODRIGO ARAÚJO,ASSOCIAÇÃO EQUIPE FAMA DE T.M.-NIPO AMAPÁ - AP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30287&Colocacao=450&Pontos=350,M,M
450,350,ROMÁRIO CARNERO,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30289&Colocacao=450&Pontos=350,M,M
450,350,EVANDRO OLIVEIRA,INSTITUTO VIVA VIDA - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30293&Colocacao=450&Pontos=350,M,M
450,350,MARCOS DE JESUS,INSTITUTO VIVA VIDA - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30294&Colocacao=450&Pontos=350,M,M
450,350,MARINO FURUKITA,ASSOCIAÇÃO DE ESPORTES DE RAQUETES DE PARANAVAI-PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30305&Colocacao=450&Pontos=350,M,M
450,350,LUCIANO DE OLIVEIRA CERON JÚNIOR,SOGIPA PORTO ALEGRE - RS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30308&Colocacao=450&Pontos=350,M,M
450,350,EDY SAKURADA,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30309&Colocacao=450&Pontos=350,M,M
450,350,LEONARDO GARCEZ,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30312&Colocacao=450&Pontos=350,M,M
450,350,JAIR FILHO,CEUB-ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30314&Colocacao=450&Pontos=350,M,M
450,350,BRUNO SILVA,ASMETT BRASÍLIA - DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30315&Colocacao=450&Pontos=350,M,M
450,350,PAULO DA SILVA,ASMETT BRASÍLIA - DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30316&Colocacao=450&Pontos=350,M,M
450,350,GABRIEL VIEGAS,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30332&Colocacao=450&Pontos=350,M,M
450,350,IGOR FRANCO,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30333&Colocacao=450&Pontos=350,M,M
450,350,BRUNO SANTOS,ACTM ITAIM KEIKO/MACAPÁ - AP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30336&Colocacao=450&Pontos=350,M,M
450,350,MATHEUS RIBEIRO,AABB BRASÍLIA/RIZZONE - DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30338&Colocacao=450&Pontos=350,M,M
450,350,LUCAS NASCIMENTO,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30339&Colocacao=450&Pontos=350,M,M
450,350,BRENO CAVALCANTE,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30344&Colocacao=450&Pontos=350,M,M
450,350,ARTUR VIANA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30345&Colocacao=450&Pontos=350,M,M
450,350,PEDRO OLIVEIRA,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30346&Colocacao=450&Pontos=350,M,M
450,350,TULIO DEFILLIPO,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30347&Colocacao=450&Pontos=350,M,M
450,350,THIAGO GOMES,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30348&Colocacao=450&Pontos=350,M,M
450,350,THALES REBLIN,INSTITUTO VIVA VIDA - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30351&Colocacao=450&Pontos=350,M,M
450,350,JHONNATHAN PEREIRA,INSTITUTO VIVA VIDA - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30352&Colocacao=450&Pontos=350,M,M
450,350,DANIEL SABINO,ASSOCIAÇÃO SERGIPANA ESCOLAR-SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30353&Colocacao=450&Pontos=350,M,M
450,350,MARCUS PERREIRA,SEAMA ESPORTE CLUBE - AP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30354&Colocacao=450&Pontos=350,M,M
450,350,MATHEUS PORTO,NETO TT BAL. CAMBORIU SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30364&Colocacao=450&Pontos=350,M,M
450,350,VINICIU PORTO,NETO TT BAL. CAMBORIU SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30365&Colocacao=450&Pontos=350,M,M
450,350,DIOGO SOARES,AABB RIO BRANCO - AC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30367&Colocacao=450&Pontos=350,M,M
450,350,DIOGO SOARES,AABB RIO BRANCO - AC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30368&Colocacao=450&Pontos=350,M,M
450,350,LUCAS COPPINI ROCHA ROCHA,SÃO BERNARDO / ASA / PALMEIRAS - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30371&Colocacao=450&Pontos=350,M,M
450,350,WAGNER ROUVER,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=30373&Colocacao=450&Pontos=350,M,M
450,350,ALEXANDRE PEREIRA,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29324&Colocacao=450&Pontos=350,M,M
450,350,MIGUEL CORTES,SEAMA ESPORTE CLUBE - AP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29330&Colocacao=450&Pontos=350,M,M
450,350,VICTOR MERIGUE,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29332&Colocacao=450&Pontos=350,M,M
450,350,MICHAEL NASCIMENTO,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29333&Colocacao=450&Pontos=350,M,M
450,350,LUIS PIZZOL,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29334&Colocacao=450&Pontos=350,M,M
450,350,RODRIGO OLIVEIRA,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29336&Colocacao=450&Pontos=350,M,M
450,350,JEAN TAIATELA,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29337&Colocacao=450&Pontos=350,M,M
450,350,FELIPE ALMEIDA,ASSOCIAÇÃO ESPORTIVA SACANDO PARA O FUTURO-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29338&Colocacao=450&Pontos=350,M,M
450,350,ALEXARI LEAL,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29341&Colocacao=450&Pontos=350,M,M
450,350,LUCCA GOBEROVICH,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29344&Colocacao=450&Pontos=350,M,M
450,350,LUCAS YURI,ASSOCIAÇÃO SÃO JOSÉ - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29345&Colocacao=450&Pontos=350,M,M
450,350,HARISON PEREIRA,CENTRO DE TREINAMENTO GYNTT-GO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29348&Colocacao=450&Pontos=350,M,M
450,350,FERNANDO OLIVEIRA,CENTRO DE TREINAMENTO GYNTT-GO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29349&Colocacao=450&Pontos=350,M,M
450,350,JUSCELIO ISHII,NIPO CAMPO MOURÃO - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29351&Colocacao=450&Pontos=350,M,M
450,350,FERNANDO CHAU,SOCIEDADE THALIA CURITIBA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29352&Colocacao=450&Pontos=350,M,M
450,350,LUCAS FONSECA,ATEMEL/ACEL LONDRINA - PR,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29354&Colocacao=450&Pontos=350,M,M
450,350,NICOLAS HENDGES,SOCIEDADE GINÁSTICA DE SÃO LEOPOLDO - RS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29355&Colocacao=450&Pontos=350,M,M
450,350,LUCCA OLIVEIRA,SOCIEDADE GINÁSTICA DE SÃO LEOPOLDO - RS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29359&Colocacao=450&Pontos=350,M,M
450,350,MATHEWS PEREIRA,ACTM ITAIM KEIKO/MACAPÁ - AP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29381&Colocacao=450&Pontos=350,M,M
450,350,DAVI FELICISSIMO DE,ACADEMIA SERGIPANA - SE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29103&Colocacao=450&Pontos=350,M,M
450,350,JAIRO PORTI,NETO TT BAL. CAMBORIU SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29117&Colocacao=450&Pontos=350,M,M
450,350,FERNANDO AGUIAR,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29123&Colocacao=450&Pontos=350,M,M
450,350,MAYKYE PÊGO,SOCIEDADE ESPORTIVA POMERANA - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29125&Colocacao=450&Pontos=350,M,M
450,350,GABRIEL BAPTISTA,NETO TT BAL. CAMBORIU SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29134&Colocacao=450&Pontos=350,M,M
450,350,JOÃO VITOR OZA,INSTITUTO VIVA VIDA - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29135&Colocacao=450&Pontos=350,M,M
450,350,MARCOS MOTA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29159&Colocacao=450&Pontos=350,M,M
450,350,ENZO RODRIGUES,ACTM ITAIM KEIKO/MACAPÁ - AP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29163&Colocacao=450&Pontos=350,M,M
450,350,YUNYA YAMAMOTO,ASMUC - CARAGUATATUBA - SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=28858&Colocacao=450&Pontos=350,M,M
450,350,THIAGO SIQUEIRA,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29283&Colocacao=450&Pontos=350,M,M
450,350,LINDOLFO SILVA,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29292&Colocacao=450&Pontos=350,M,M
450,350,JOAO DEHON,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29293&Colocacao=450&Pontos=350,M,M
450,350,THEMILTON SOUZA,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29294&Colocacao=450&Pontos=350,M,M
450,350,GUILHERME ZANCOPE,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29296&Colocacao=450&Pontos=350,M,M
450,350,WESLEY SILVA,ASSOCIAÇÃO BONGI DE TENIS DE MESA-PE,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29301&Colocacao=450&Pontos=350,M,M
450,350,BRUNO BENITES,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29307&Colocacao=450&Pontos=350,M,M
450,350,JONAS MELGAREJO,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29308&Colocacao=450&Pontos=350,M,M
450,350,NATHANAEL MARTINS,CENTRO DE TREINAMENTO GYNTT-GO,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29310&Colocacao=450&Pontos=350,M,M
450,350,ROMULO BIANCHI,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29313&Colocacao=450&Pontos=350,M,M
450,350,ERICO FUTEMMA,APCEF MANAUS - AM,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29314&Colocacao=450&Pontos=350,M,M
450,350,EIJE MATSUNAGA,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29316&Colocacao=450&Pontos=350,M,M
450,350,GUSTAVO CONTI,JUNDIAÍ CLUBE-SP,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29317&Colocacao=450&Pontos=350,M,M
450,350,BRUNO VILELA,ASMETT BRASÍLIA - DF,https://app.cbtm.org.br/UI/Site/RatingResultadoDetalhe?Rating=RMM&Associado=29393&Colocacao=450&Pontos=350,M,M
